id,new,latitude,longitude,district,street,address,constructed,material,stories,elevator_without,elevator_passenger,elevator_service,parking,garbage_chute,heating
4293,0.0,55.720620999999994,37.830644,3.0,улица Молдагуловой,15К2,1970.0,4.0,9.0,0.0,1.0,0.0,,1.0,0.0
5966,0.0,55.626594,37.343919,11.0,бульвар Андрея Тарковского,7,2018.0,2.0,11.0,1.0,1.0,1.0,1.0,1.0,1.0
8658,0.0,55.810056,37.818283,3.0,15-я Парковая улица,56,1962.0,3.0,5.0,1.0,0.0,0.0,,,0.0
2161,0.0,55.823828000000006,37.716046,3.0,Ивантеевская улица,1К5,1971.0,4.0,9.0,0.0,1.0,0.0,,1.0,0.0
7322,0.0,55.73999,37.77069,3.0,улица Лазо,18К1,1968.0,4.0,12.0,0.0,1.0,0.0,,1.0,0.0
7947,0.0,55.757835,37.774454,3.0,1-я Владимирская улица,12К1,1959.0,,5.0,1.0,0.0,0.0,,,0.0
4162,1.0,55.59516,37.741109,,23-й км,5к1,2021.0,3.0,9.0,0.0,1.0,1.0,1.0,,1.0
6922,0.0,55.77680600000001,37.833186,3.0,Магнитогорская улица,25,1977.0,3.0,12.0,0.0,1.0,1.0,1.0,1.0,0.0
8576,0.0,55.825421,37.815489,3.0,Сахалинская улица,5К1,1970.0,3.0,9.0,0.0,1.0,0.0,1.0,1.0,0.0
1005,0.0,55.799067,37.823394,3.0,16-я Парковая улица,19К2,1970.0,4.0,12.0,0.0,1.0,0.0,1.0,1.0,0.0
8820,0.0,55.74707900000001,37.818067,3.0,Союзный проспект,20К4,1967.0,4.0,12.0,1.0,0.0,0.0,,,0.0
9340,0.0,55.775824,37.825218,3.0,Челябинская улица,10К2,1976.0,4.0,14.0,0.0,1.0,1.0,,,0.0
260,0.0,55.776664000000004,37.588817,0.0,улица Александра Невского,27,2008.0,2.0,17.0,0.0,1.0,1.0,0.0,,0.0
2206,1.0,55.719156000000005,37.436167,7.0,Гродненская улица,5Ак2,2019.0,,16.0,0.0,1.0,1.0,0.0,1.0,
3577,0.0,55.576874,37.481584999999995,11.0,улица Бачуринская,13,2016.0,4.0,22.0,0.0,1.0,1.0,0.0,1.0,0.0
4574,0.0,55.75461800000001,37.524058000000004,0.0,Шмитовский проезд,39к1,2019.0,2.0,55.0,1.0,1.0,1.0,0.0,1.0,0.0
9079,1.0,55.853264,37.509523,1.0,Кронштадтский бульвар,49к1,2010.0,2.0,25.0,0.0,1.0,1.0,,,1.0
4035,1.0,55.85718000000001,37.627687,2.0,Сельскохозяйственная улица,вл35,2020.0,2.0,11.0,0.0,1.0,1.0,1.0,,0.0
2535,0.0,55.500631000000006,36.917812,10.0,улица Борисоглебская Слобода,14,2018.0,,3.0,1.0,0.0,0.0,1.0,0.0,2.0
1744,1.0,55.811735,37.740722,3.0,Тюменский проезд,3к5,2021.0,,22.0,1.0,1.0,1.0,0.0,1.0,0.0
4116,0.0,55.785037,37.464221,8.0,улица Маршала Тухачевского,49,2009.0,2.0,24.0,0.0,1.0,1.0,0.0,1.0,0.0
1047,1.0,55.751143000000006,37.533733000000005,0.0,1-й Красногвардейский проезд,вл17-18,2020.0,2.0,63.0,1.0,1.0,1.0,0.0,1.0,0.0
6743,0.0,55.738525,37.834462,3.0,Реутовская улица,8К3,1971.0,3.0,9.0,0.0,1.0,0.0,1.0,1.0,0.0
6347,0.0,55.811336,37.812515999999995,3.0,Щелковское шоссе,81,1973.0,4.0,16.0,0.0,1.0,1.0,,1.0,0.0
6666,0.0,55.77158000000001,37.83916,3.0,улица Сталеваров,4К4,1973.0,,9.0,0.0,1.0,0.0,,1.0,0.0
4060,0.0,55.80526999999999,37.797837,3.0,9-я Парковая улица,47К2,1963.0,4.0,9.0,0.0,1.0,0.0,1.0,,0.0
7386,0.0,55.794067000000005,37.723969,3.0,2-я Пугачевская улица,8К4,1966.0,4.0,5.0,1.0,0.0,0.0,1.0,,0.0
2294,1.0,55.603882999999996,37.653226000000004,5.0,6-я Радиальная улица,вл7к27,2021.0,,19.0,1.0,1.0,1.0,,,
6188,0.0,55.857412,37.343621999999996,8.0,улица Барышиха,46,1993.0,3.0,14.0,0.0,1.0,1.0,1.0,1.0,0.0
1274,1.0,55.847972999999996,37.628882,2.0,проезд Серебрякова,2Ак3,2020.0,,24.0,0.0,1.0,1.0,0.0,,
6597,0.0,55.85925600000001,37.346326,8.0,Пятницкое шоссе,47,1993.0,2.0,17.0,0.0,1.0,1.0,1.0,1.0,0.0
6518,0.0,55.811654000000004,37.797738,3.0,Уральская улица,1,1967.0,4.0,12.0,0.0,1.0,0.0,,1.0,0.0
4493,0.0,55.742914,37.832476,3.0,Реутовская улица,2/1,1976.0,4.0,14.0,0.0,1.0,1.0,1.0,1.0,0.0
4288,0.0,55.825012,37.812471,3.0,Уссурийская улица,5,1973.0,4.0,14.0,0.0,1.0,0.0,1.0,1.0,0.0
2127,0.0,55.740334999999995,37.84799,3.0,Суздальская улица,16К1,1992.0,3.0,14.0,0.0,1.0,1.0,,,0.0
2662,0.0,55.804425,37.829404,3.0,16-я Парковая улица,35,1967.0,3.0,9.0,0.0,1.0,0.0,,,0.0
6694,0.0,55.590109,37.378881,11.0,улица Георгиевская,13,2013.0,3.0,17.0,0.0,1.0,0.0,,1.0,0.0
5751,1.0,55.542126,37.490209,11.0,улица Александры Монаховой,90к4,2022.0,3.0,17.0,0.0,1.0,1.0,1.0,,
8939,1.0,55.567026,37.499642,11.0,Скандинавия ЖК,к14/2,2019.0,2.0,14.0,0.0,1.0,1.0,0.0,0.0,
5176,1.0,55.663299,37.515335,6.0,Саларьево Парк ЖК,38,2021.0,3.0,15.0,0.0,1.0,1.0,1.0,,
7755,0.0,55.769575,37.591611,0.0,Большая Садовая улица,5к1,2016.0,2.0,13.0,1.0,1.0,1.0,0.0,1.0,
432,1.0,55.783356999999995,37.599381,0.0,Новослободская улица,24,2019.0,,10.0,1.0,0.0,0.0,0.0,1.0,
3543,0.0,55.753381999999995,37.830186,3.0,улица Молостовых,14К6,1973.0,4.0,12.0,0.0,1.0,0.0,1.0,1.0,0.0
277,0.0,55.793595999999994,37.809740000000005,3.0,Первомайская улица,105,1949.0,4.0,5.0,1.0,0.0,0.0,,,0.0
3184,0.0,55.887978000000004,37.537155,1.0,улица Софьи Ковалевской,20,2019.0,3.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0
6274,1.0,55.636687,37.315415,11.0,улица Бориса Пастернака,29к1,2017.0,3.0,17.0,0.0,1.0,1.0,1.0,1.0,0.0
2938,0.0,55.740593000000004,37.864554999999996,3.0,Городецкая улица,8К2,1987.0,2.0,17.0,1.0,1.0,1.0,1.0,1.0,0.0
6370,0.0,55.733579000000006,37.856695,3.0,Новокосинская улица,8К2,1997.0,2.0,12.0,0.0,1.0,1.0,,,0.0
9382,0.0,55.776477,37.735359,3.0,Вольная улица,28С2,2019.0,,25.0,0.0,1.0,1.0,0.0,1.0,
6322,0.0,55.823565,37.755221,3.0,Открытое шоссе,21К5,1963.0,2.0,5.0,1.0,0.0,0.0,,,0.0
3178,0.0,55.755049,37.798053,3.0,Новогиреевская улица,29К1,1991.0,,17.0,0.0,1.0,1.0,,1.0,
1360,0.0,55.727886,37.80903,3.0,улица Молдагуловой,2К1,1971.0,4.0,14.0,0.0,1.0,1.0,,1.0,0.0
2184,0.0,55.76251,37.791855,3.0,Новогиреевская улица,10К1,1969.0,4.0,12.0,0.0,1.0,0.0,,1.0,0.0
8783,0.0,55.79891,37.738063000000004,3.0,Большая Черкизовская улица,26К1,1973.0,4.0,16.0,0.0,1.0,1.0,,1.0,0.0
6977,0.0,55.773839,37.73438,3.0,улица 10-я Соколиной Горы,20,1971.0,3.0,9.0,0.0,1.0,0.0,1.0,1.0,0.0
7477,0.0,55.74037,37.770295000000004,3.0,улица Плеханова,35,1973.0,4.0,12.0,0.0,1.0,0.0,,1.0,0.0
1026,0.0,55.757197,37.835324,3.0,улица Молостовых,11К4,1969.0,4.0,9.0,0.0,1.0,1.0,1.0,1.0,0.0
3161,0.0,55.802319999999995,37.823673,3.0,Сиреневый бульвар,56,1967.0,2.0,9.0,0.0,1.0,0.0,,1.0,0.0
5426,0.0,55.759446,37.777499,3.0,2-я Владимирская улица,12К1,1993.0,4.0,16.0,0.0,1.0,0.0,1.0,1.0,0.0
2309,0.0,55.82236700000001,37.785899,3.0,Иркутская улица,16,1974.0,4.0,9.0,0.0,1.0,0.0,1.0,1.0,0.0
7819,0.0,55.746193000000005,37.783455,3.0,Перовская улица,43,1972.0,4.0,12.0,0.0,1.0,0.0,,1.0,0.0
5477,0.0,55.753139000000004,37.823772,3.0,Федеративный проспект,44,1963.0,4.0,5.0,1.0,0.0,0.0,,1.0,0.0
3185,0.0,55.810688,37.725146,3.0,бульвар Маршала Рокоссовского,7К1,1964.0,4.0,9.0,0.0,1.0,0.0,,1.0,0.0
7775,0.0,55.813131000000006,37.820178000000006,3.0,Новосибирская улица,1К1,1968.0,4.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0
3330,0.0,55.796987,37.732332,3.0,Большая Черкизовская улица,20К2,1982.0,3.0,12.0,0.0,1.0,0.0,,,0.0
8091,0.0,55.776906999999994,37.835054,3.0,Магнитогорская улица,27,1977.0,4.0,16.0,0.0,1.0,1.0,,1.0,0.0
9101,0.0,55.801945999999994,37.722451,3.0,Знаменская улица,38К2,1973.0,3.0,12.0,0.0,1.0,1.0,,1.0,0.0
4416,0.0,55.81649,37.794828,3.0,Байкальская улица,18К1,2003.0,5.0,17.0,0.0,1.0,1.0,0.0,1.0,
708,0.0,55.819464,37.718211,3.0,Ивантеевская улица,6,1966.0,4.0,12.0,0.0,1.0,1.0,,1.0,0.0
8497,0.0,55.794978,37.692555,3.0,улица Короленко,10,1975.0,4.0,12.0,1.0,0.0,0.0,,,0.0
4019,0.0,55.738748,37.860836,3.0,Новокосинская улица,20К2,1996.0,2.0,17.0,0.0,1.0,0.0,,1.0,0.0
9288,0.0,55.803049,37.760827,3.0,Сиреневый бульвар,1К2,1970.0,3.0,14.0,1.0,1.0,1.0,,1.0,0.0
3318,0.0,55.773635999999996,37.825990000000004,3.0,шоссе Энтузиастов,53,2005.0,2.0,17.0,0.0,1.0,1.0,0.0,0.0,
5875,0.0,55.734577,37.860459000000006,3.0,Салтыковская улица,7К1,1998.0,2.0,9.0,1.0,1.0,0.0,,,0.0
4920,0.0,55.72237,37.808653,3.0,Снайперская улица,10К2,1970.0,3.0,9.0,0.0,1.0,0.0,1.0,1.0,0.0
2748,0.0,55.797301000000004,37.727032,3.0,Большая Черкизовская улица,14К1,1967.0,3.0,9.0,0.0,1.0,0.0,1.0,,0.0
7451,0.0,55.760707,37.802257,3.0,улица Металлургов,50,1959.0,,5.0,1.0,0.0,0.0,,,
1942,0.0,55.72341,37.803658,3.0,улица Красный Казанец,1К2,1970.0,3.0,9.0,0.0,1.0,0.0,,1.0,0.0
8072,0.0,55.742853000000004,37.853235999999995,3.0,Суздальская улица,20К3,1991.0,3.0,14.0,0.0,1.0,0.0,1.0,1.0,0.0
87,0.0,55.754385,37.811572999999996,3.0,Федеративный проспект,28А,1970.0,4.0,12.0,0.0,1.0,1.0,,,0.0
2518,0.0,55.795995,37.729960999999996,3.0,2-я Пугачевская улица,5к1,1967.0,3.0,12.0,1.0,1.0,0.0,1.0,1.0,0.0
2568,0.0,55.815943999999995,37.700998999999996,3.0,Миллионная улица,14,1974.0,2.0,9.0,0.0,1.0,0.0,,,0.0
3102,0.0,55.736726000000004,37.824508,3.0,Вешняковская улица,6К3,1972.0,3.0,9.0,0.0,1.0,0.0,1.0,1.0,0.0
5008,0.0,55.72336899999999,37.835692,3.0,Косинская улица,14К1,1972.0,4.0,14.0,0.0,1.0,0.0,,1.0,0.0
3704,0.0,55.822953000000005,37.752975,3.0,Открытое шоссе,17К7,1963.0,3.0,5.0,1.0,0.0,0.0,,,0.0
7420,0.0,55.809788,37.817564000000004,3.0,15-я Парковая улица,54,1978.0,3.0,7.0,0.0,1.0,0.0,,1.0,0.0
3072,0.0,55.819312,37.711931,3.0,бульвар Маршала Рокоссовского,42,1969.0,2.0,9.0,0.0,1.0,0.0,1.0,1.0,0.0
7686,0.0,55.757875,37.790345,3.0,улица Металлургов,26К2,1966.0,4.0,5.0,1.0,0.0,0.0,1.0,,0.0
1339,0.0,55.814356000000004,37.818472,3.0,Новосибирская улица,5К2,1981.0,4.0,16.0,0.0,1.0,1.0,1.0,1.0,0.0
686,0.0,55.743036,37.859111,3.0,Суздальская улица,24К3,1992.0,2.0,14.0,1.0,1.0,1.0,1.0,1.0,0.0
8575,0.0,55.751290000000004,37.810674,3.0,Зеленый проспект,50,1968.0,3.0,9.0,0.0,1.0,0.0,,1.0,0.0
5908,0.0,55.755894999999995,37.831389,3.0,улица Молостовых,12,1969.0,3.0,9.0,0.0,1.0,0.0,,,0.0
522,0.0,55.764734,37.833887,3.0,улица Молостовых,1К4,1972.0,3.0,9.0,0.0,1.0,0.0,,0.0,0.0
2181,0.0,55.757206999999994,37.834354,3.0,улица Молостовых,11К3,1969.0,3.0,9.0,0.0,1.0,0.0,,,0.0
7127,0.0,55.75373199999999,37.818975,3.0,Федеративный проспект,38К2,1970.0,2.0,14.0,0.0,1.0,1.0,,,0.0
2744,0.0,55.75017,37.794756,3.0,Братская улица,23К1,1968.0,4.0,9.0,1.0,1.0,0.0,1.0,1.0,0.0
2303,0.0,55.777591,37.836752000000004,3.0,Малый Купавенский проезд,1,1979.0,4.0,16.0,0.0,1.0,1.0,,,0.0
8562,0.0,55.761511999999996,37.732278,3.0,улица Буракова,19,1993.0,4.0,16.0,0.0,1.0,1.0,,1.0,0.0
6406,0.0,55.79843399999999,37.788709999999995,3.0,5-я Парковая улица,42,1962.0,1.0,5.0,1.0,0.0,0.0,,,0.0
3440,0.0,55.825426,37.755015,3.0,Открытое шоссе,21К8,1963.0,3.0,5.0,1.0,1.0,0.0,,,0.0
3968,0.0,55.779428,37.8343,3.0,Челябинская улица,25,1977.0,4.0,12.0,0.0,1.0,1.0,,0.0,0.0
5687,0.0,55.777525,37.714456,3.0,улица Семеновский Вал,10К1,1961.0,3.0,5.0,1.0,0.0,0.0,,,0.0
7779,0.0,55.745695999999995,37.877868,3.0,Суздальская улица,42К3,1987.0,2.0,17.0,0.0,1.0,1.0,1.0,1.0,0.0
8571,0.0,55.805149,37.77158,3.0,Никитинская улица,31К1,1980.0,3.0,9.0,0.0,1.0,0.0,,1.0,0.0
4140,0.0,55.713299,37.88483,3.0,Святоозерская улица,8,2006.0,3.0,14.0,0.0,1.0,1.0,,1.0,0.0
6289,0.0,55.776157999999995,37.72387,3.0,Вольная улица,1,1961.0,4.0,5.0,1.0,0.0,0.0,,,0.0
652,0.0,55.770922,37.831839,3.0,шоссе Энтузиастов,98К7,1981.0,4.0,16.0,0.0,1.0,1.0,,,0.0
302,0.0,55.77291700000001,37.730625,3.0,улица 10-я Соколиной Горы,8к2,1990.0,4.0,16.0,0.0,1.0,1.0,1.0,1.0,0.0
4833,0.0,55.812636,37.78368,3.0,Амурская улица,46,1967.0,3.0,5.0,1.0,0.0,0.0,1.0,,0.0
9569,0.0,55.601634999999995,37.33498,11.0,мкр. 2-й,к200Б,1970.0,3.0,9.0,0.0,1.0,0.0,1.0,1.0,0.0
2534,0.0,55.758387,37.708976,4.0,мкр. 4-й,к424Б,1969.0,3.0,9.0,0.0,1.0,0.0,,1.0,0.0
1023,0.0,55.601634999999995,37.33498,11.0,мкр. 2-й,к240,2002.0,2.0,10.0,1.0,1.0,1.0,1.0,1.0,0.0
2927,0.0,55.853178,37.608212,2.0,Березовая аллея,3,2015.0,3.0,22.0,0.0,1.0,1.0,1.0,1.0,0.0
7042,0.0,55.997905,37.184234000000004,9.0,Зеленоград,к1116,1987.0,3.0,22.0,0.0,1.0,0.0,,1.0,0.0
2925,0.0,55.84229200000001,37.364354999999996,8.0,мкр. 7-й,к704,1967.0,3.0,9.0,0.0,1.0,0.0,,1.0,0.0
1180,0.0,55.84229200000001,37.364354999999996,8.0,мкр. 7-й,к705,1968.0,3.0,9.0,1.0,1.0,0.0,,1.0,0.0
2233,0.0,55.867889,37.47077,1.0,мкр. 1-й,к166,1971.0,4.0,14.0,0.0,1.0,0.0,,1.0,0.0
8767,0.0,55.866969999999995,37.569036,1.0,мкр. 12-й,к1206,1982.0,3.0,12.0,0.0,1.0,0.0,1.0,1.0,0.0
8187,0.0,55.64191999999999,37.352156,7.0,мкр. 10-й,к1003,1978.0,3.0,22.0,0.0,1.0,1.0,1.0,1.0,0.0
764,0.0,55.746203,37.702445000000004,4.0,мкр. 8-й,к828Б,2007.0,4.0,16.0,0.0,1.0,0.0,,1.0,0.0
4393,0.0,55.992699,37.223176,9.0,мкр. 3-й,к339Б,1966.0,4.0,12.0,0.0,1.0,0.0,,1.0,0.0
886,0.0,55.64442,37.480579,6.0,мкр. 9-й,к915,1976.0,4.0,16.0,0.0,1.0,1.0,1.0,1.0,0.0
4470,0.0,55.758387,37.708976,4.0,мкр. 4-й,к424,1965.0,4.0,12.0,0.0,1.0,1.0,1.0,1.0,0.0
7599,0.0,55.994094,37.216986999999996,9.0,мкр. 3-й,к346,1965.0,4.0,12.0,0.0,1.0,0.0,,,0.0
9601,0.0,55.64191999999999,37.352156,7.0,мкр. 10-й,к1015,1980.0,3.0,16.0,0.0,1.0,1.0,1.0,1.0,0.0
2565,0.0,55.859871999999996,37.5698,1.0,мкр. 11-й,к1132,1991.0,3.0,14.0,0.0,1.0,1.0,1.0,1.0,0.0
1231,0.0,55.64442,37.480579,6.0,мкр. 9-й,к903,1974.0,3.0,9.0,1.0,1.0,1.0,,,0.0
4067,0.0,55.758387,37.708976,4.0,мкр. 4-й,к428,1966.0,4.0,12.0,1.0,1.0,0.0,,1.0,0.0
635,0.0,55.64442,37.480579,6.0,мкр. 9-й,к904,1974.0,3.0,9.0,0.0,1.0,0.0,1.0,1.0,0.0
7097,0.0,55.99725,37.179419,9.0,Зеленоград,к1129,1989.0,3.0,14.0,1.0,1.0,0.0,,1.0,0.0
7264,0.0,55.866969999999995,37.569036,1.0,мкр. 12-й,к1204,1983.0,3.0,12.0,0.0,1.0,1.0,1.0,1.0,0.0
3049,0.0,55.884903,37.538897999999996,1.0,мкр. 18-й,к1822,1997.0,3.0,16.0,0.0,1.0,1.0,1.0,1.0,0.0
9416,0.0,55.867889,37.47077,1.0,мкр. 1-й,к107в,1997.0,3.0,14.0,0.0,1.0,1.0,,1.0,0.0
338,0.0,55.89558,37.532753,1.0,мкр. 15-й,к1553,1993.0,1.0,22.0,0.0,1.0,1.0,1.0,1.0,0.0
6781,0.0,55.89558,37.532753,1.0,мкр. 15-й,к1552,1992.0,3.0,22.0,0.0,1.0,1.0,1.0,1.0,0.0
4134,0.0,55.995920999999996,37.18365,9.0,Зеленоград,к1118,1986.0,3.0,22.0,1.0,1.0,1.0,1.0,,0.0
5135,0.0,55.746203,37.702445000000004,4.0,мкр. 8-й,к841,2004.0,3.0,14.0,1.0,1.0,1.0,1.0,1.0,0.0
8751,0.0,55.641442000000005,37.544674,6.0,мкр. 6-й,к608,1969.0,4.0,14.0,0.0,1.0,0.0,,1.0,0.0
3886,0.0,55.853178,37.608212,2.0,Березовая аллея,1,1967.0,4.0,12.0,0.0,1.0,0.0,1.0,1.0,0.0
1876,0.0,55.641442000000005,37.544674,6.0,мкр. 6-й,к604,2002.0,3.0,14.0,0.0,1.0,1.0,,1.0,0.0
5250,0.0,55.884903,37.538897999999996,1.0,мкр. 18-й,к1820,1995.0,3.0,14.0,0.0,1.0,1.0,1.0,1.0,0.0
5095,0.0,55.641442000000005,37.544674,6.0,мкр. 6-й,к607,1979.0,3.0,12.0,0.0,1.0,0.0,,1.0,0.0
6220,0.0,55.746203,37.702445000000004,4.0,мкр. 8-й,к834Б,1969.0,4.0,12.0,0.0,1.0,0.0,,1.0,0.0
9126,0.0,55.867889,37.47077,1.0,мкр. 1-й,к107Б,1996.0,3.0,14.0,0.0,1.0,0.0,,1.0,0.0
4191,0.0,55.976211,37.156628999999995,9.0,мкр. 16-й,к1645,1997.0,3.0,14.0,0.0,1.0,1.0,1.0,1.0,0.0
7417,0.0,55.866969999999995,37.569036,1.0,мкр. 12-й,к1205,1982.0,3.0,12.0,1.0,1.0,0.0,,1.0,0.0
4257,0.0,55.746203,37.702445000000004,4.0,мкр. 8-й,к810,1973.0,3.0,9.0,0.0,1.0,0.0,,1.0,0.0
1220,0.0,55.64442,37.480579,6.0,мкр. 9-й,к902А,1977.0,3.0,9.0,0.0,1.0,0.0,1.0,1.0,0.0
482,0.0,55.882767,37.5251,1.0,мкр. 14-й,к1430,1991.0,2.0,14.0,0.0,1.0,0.0,,1.0,0.0
3889,0.0,55.673549,37.567743,6.0,Новочеремушкинская улица,44К2,2002.0,2.0,18.0,1.0,1.0,1.0,,,1.0
7279,0.0,55.531819999999996,37.516889,6.0,Южнобутовская улица,121,1998.0,3.0,10.0,0.0,1.0,1.0,,1.0,0.0
5868,0.0,55.867889,37.47077,1.0,мкр. 1-й,к160с1,1972.0,4.0,12.0,0.0,1.0,0.0,,1.0,0.0
4820,0.0,55.659526,37.602553,6.0,Азовская улица,7К1,1963.0,4.0,9.0,0.0,1.0,1.0,,,0.0
4815,0.0,55.539314000000005,37.508301,6.0,улица Адмирала Лазарева,64,2001.0,3.0,12.0,0.0,1.0,1.0,1.0,1.0,0.0
2520,0.0,55.693597,37.577678000000006,6.0,проспект 60-летия Октября,19,2000.0,4.0,18.0,0.0,1.0,1.0,,1.0,0.0
6795,0.0,55.537704000000005,37.531595,6.0,Южнобутовская улица,52,2000.0,3.0,11.0,0.0,1.0,1.0,1.0,1.0,0.0
2940,0.0,55.664283999999995,37.517464000000004,6.0,Ленинский проспект,105к3,2008.0,2.0,25.0,1.0,1.0,1.0,0.0,1.0,0.0
8508,0.0,55.541499,37.517464000000004,6.0,улица Адмирала Лазарева,47,2003.0,3.0,16.0,0.0,1.0,1.0,,,0.0
4482,0.0,55.537567,37.578855,6.0,1-я Мелитопольская улица,32А,1985.0,3.0,9.0,1.0,1.0,1.0,1.0,1.0,0.0
2113,0.0,55.600201,37.508885,6.0,проезд Одоевского,3К7,1998.0,2.0,24.0,0.0,1.0,1.0,1.0,1.0,0.0
8450,0.0,55.703525,37.581289,6.0,улица Вавилова,20,1960.0,4.0,5.0,1.0,0.0,0.0,,,0.0
7920,0.0,55.685751,37.546579,6.0,Ломоносовский проспект,7К3,1962.0,4.0,5.0,1.0,0.0,0.0,,1.0,0.0
7518,0.0,55.664654000000006,37.546084,6.0,Профсоюзная улица,68к1,2018.0,,20.0,0.0,1.0,1.0,0.0,0.0,
2941,0.0,55.651013,37.489167,6.0,Ленинский проспект,119к1,2007.0,,24.0,1.0,1.0,1.0,,1.0,
998,0.0,55.578365000000005,37.572558,6.0,Старобитцевская улица,23К3,1992.0,3.0,14.0,1.0,0.0,0.0,,,0.0
8768,0.0,55.65026700000001,37.565874,6.0,Севастопольский проспект,83К2,1974.0,3.0,16.0,0.0,1.0,0.0,,,0.0
953,0.0,55.649570999999995,37.570474,6.0,Балаклавский проспект,50,1997.0,3.0,17.0,0.0,1.0,1.0,1.0,1.0,0.0
2914,0.0,55.633033,37.517823,6.0,Профсоюзная улица,124,1991.0,3.0,17.0,0.0,1.0,1.0,1.0,1.0,0.0
4749,0.0,55.661836,37.516,6.0,улица Обручева,5А,2015.0,2.0,21.0,0.0,1.0,1.0,0.0,1.0,0.0
5225,0.0,55.67694,37.539266,6.0,улица Гарибальди,11,2006.0,4.0,17.0,0.0,1.0,1.0,1.0,1.0,0.0
7631,0.0,55.682453,37.552372999999996,6.0,Нахимовский проспект,73,2017.0,2.0,25.0,1.0,1.0,1.0,0.0,1.0,0.0
911,0.0,55.663842,37.567797,6.0,Перекопская улица,34к4,2012.0,3.0,22.0,0.0,1.0,0.0,1.0,1.0,0.0
8735,0.0,55.663913,37.576178000000006,6.0,Севастопольский проспект,28к3,2008.0,3.0,23.0,1.0,1.0,1.0,0.0,1.0,0.0
1141,0.0,55.652761,37.586482000000004,6.0,Одесская улица,22К5,2004.0,2.0,23.0,0.0,1.0,1.0,,1.0,3.0
7088,0.0,55.669554000000005,37.588871000000005,6.0,Нахимовский проспект,22,1977.0,,15.0,0.0,1.0,1.0,1.0,1.0,
753,0.0,55.617194999999995,37.53561,6.0,Литовский бульвар,3К2,1978.0,,9.0,0.0,1.0,0.0,1.0,1.0,
9171,0.0,55.665101,37.552462,6.0,улица Наметкина,9К1,1998.0,3.0,17.0,0.0,1.0,1.0,1.0,1.0,0.0
817,0.0,55.614841000000006,37.49515,6.0,улица Генерала Тюленева,39,1972.0,3.0,9.0,1.0,0.0,0.0,,,0.0
2031,0.0,55.527581000000005,37.514077,6.0,Чечерский проезд,120,2016.0,3.0,17.0,0.0,1.0,1.0,,,0.0
2380,0.0,55.674839,37.53526,6.0,улица Гарибальди,8К5,1959.0,4.0,9.0,0.0,1.0,0.0,,1.0,0.0
145,0.0,55.630589,37.484128000000005,6.0,улица Теплый Стан,14/2,1975.0,3.0,9.0,0.0,1.0,0.0,1.0,1.0,0.0
5443,0.0,55.705583999999995,37.584901,6.0,улица Вавилова,10,1960.0,4.0,5.0,1.0,0.0,0.0,1.0,1.0,0.0
7158,0.0,55.632819999999995,37.484846000000005,6.0,улица Академика Виноградова,5,2013.0,2.0,20.0,1.0,1.0,0.0,,1.0,0.0
3426,0.0,55.54578299999999,37.516996999999996,6.0,Бартеневская улица,57,2000.0,3.0,12.0,1.0,1.0,1.0,,1.0,0.0
5313,0.0,55.602785,37.545069,6.0,Новоясеневский проспект,38К1,1977.0,2.0,16.0,0.0,1.0,1.0,1.0,1.0,0.0
4666,0.0,55.675523999999996,37.554429999999996,6.0,Профсоюзная улица,42К3,1975.0,3.0,12.0,0.0,1.0,1.0,1.0,1.0,0.0
651,0.0,55.647783,37.57439,6.0,Балаклавский проспект,44,1965.0,4.0,12.0,0.0,1.0,0.0,,1.0,0.0
6209,0.0,55.562938,37.582152,6.0,улица Грина,1к1,1995.0,3.0,17.0,1.0,1.0,0.0,,1.0,0.0
1622,0.0,55.549021999999994,37.569099,6.0,Изюмская улица,43,2007.0,3.0,9.0,0.0,1.0,1.0,,1.0,0.0
3435,0.0,55.607845,37.530831,6.0,Новоясеневский проспект,5К1,1978.0,2.0,9.0,0.0,1.0,0.0,,1.0,0.0
4262,0.0,55.541988,37.522242999999996,6.0,улица Адмирала Лазарева,41,2003.0,2.0,17.0,0.0,1.0,1.0,1.0,1.0,0.0
6653,0.0,55.560784,37.587272,6.0,улица Грина,1к8,2005.0,3.0,24.0,1.0,1.0,1.0,,1.0,0.0
4595,0.0,55.638684,37.543821,6.0,Миклухо-Маклая улица,65К1,1968.0,3.0,14.0,0.0,1.0,0.0,,1.0,0.0
230,0.0,55.689623,37.564033,6.0,улица Ивана Бабушкина,2К1,1957.0,4.0,5.0,0.0,1.0,0.0,,,0.0
7177,0.0,55.688086,37.565954999999995,6.0,улица Ивана Бабушкина,3,1977.0,3.0,16.0,0.0,1.0,1.0,1.0,1.0,0.0
4193,0.0,55.637896,37.540802,6.0,Миклухо-Маклая улица,42,1990.0,3.0,25.0,1.0,1.0,1.0,1.0,1.0,0.0
3419,0.0,55.659758999999994,37.593363000000004,6.0,Болотниковская улица,36к6,2011.0,3.0,17.0,0.0,1.0,0.0,1.0,1.0,0.0
2221,0.0,55.672284999999995,37.531253,6.0,улица Академика Пилюгина,26К2,1986.0,4.0,22.0,0.0,1.0,0.0,,1.0,0.0
9296,0.0,55.668746999999996,37.53605,6.0,улица Академика Пилюгина,14К1,1983.0,,22.0,0.0,1.0,1.0,1.0,1.0,
